index,simplified,traditional,pinyin,definition,examples,hsk_level,traditional_variants,radical_index,pinyin2,pinyin3,numbered_pinyin,numbered_pinyin2,numbered_pinyin3
2070,帐,帳,zhàng,"[""tent"",""screen"",""mosquito net"",""debt"",""credit"",""account""]","[{""chinese"":""我想开个储蓄帐户。"",""english"":""I'd like to open a savings account.""},{""chinese"":""我马上把帐单拿给您。"",""english"":""I'll bring you the bill immediately.""},{""chinese"":""这是搭帐篷的好地方。"",""english"":""This is a good place to pitch a tent.""}]",6,,50,,,zhang4,,
2071,篷,篷,péng,"[""awning"",""covering"",""sail"",""tarp"",""boat""]","[{""chinese"":""这是搭帐篷的好地方。"",""english"":""This is a good place to pitch a tent.""},{""chinese"":""学校会提供帐篷给我们。"",""english"":""The school will provide tents for us.""},{""chinese"":""搭帳篷花了我們半小時。"",""english"":""It took us half an hour to set up the tent.""}]",6,,118,,,peng2,,
2072,煎,煎,jiān,"[""to pan fry"",""to sauté""]","[{""chinese"":""我们早餐做了煎饼。"",""english"":""We made pancakes for breakfast.""},{""chinese"":""汤姆甚至连怎么煎鸡蛋都不知道。"",""english"":""Tom doesn't even know how to fry an egg.""}]",6,,86,,,jian1,,
2073,轰,轟,hōng,"[""explosion"",""bang"",""boom""]","[{""chinese"":""倫敦被轟炸過許多次。"",""english"":""London was bombed several times.""}]",6,,159,,,hong1,,
2074,伪,偽,wěi,"[""false"",""counterfeit"",""bogus""]","[{""chinese"":""这是一个伪造品。"",""english"":""It's a fake.""},{""chinese"":""这是一个伪造品。"",""english"":""This is a fake.""},{""chinese"":""已经不需要再伪装了。"",""english"":""There's no need to pretend anymore.""}]",6,,9,,,wei3,,
2075,呕,嘔,ǒu,"[""to vomit"",""to annoy"",""to enrage""]","[{""chinese"":""你是否有噁心嘔吐的感覺。"",""english"":""Do you feel nauseous?""}]",6,,30,,,ou3,,
2076,妨,妨,fáng,"[""damage"",""harm"",""to impede"",""to obstruct"",""to undermine""]","[{""chinese"":""你不妨告訴我一切。"",""english"":""You may as well tell me all about it.""},{""chinese"":""罢工妨碍了国家经济。"",""english"":""The strike affected the nation's economy.""},{""chinese"":""暴风妨碍了我们准时到达。"",""english"":""The storm prevented us from arriving on time.""}]",6,,38,,,fang2,,
2077,愈,愈,yù,"[""to recover"",""to heal"",""more and more""]","[{""chinese"":""雲愈來愈多，可能快下雨了。"",""english"":""It's getting cloudy. It may rain soon.""},{""chinese"":""在这个城市，白人和黑人间的争端愈演愈烈。"",""english"":""The conflict between blacks and whites in the city became worse.""},{""chinese"":""癌症如果在第一阶段被发现的话是很容易治愈的。"",""english"":""Cancer can be cured easily if it is found in its first phase.""}]",6,,61,,,yu4,,
2078,虐,虐,nüè,"[""cruel"",""harsh"",""oppressive""]","[{""chinese"":""不要虐待动物。"",""english"":""Don't be cruel to animals.""}]",6,,141,,,nve4,,
2079,炬,炬,jù,"[""torch""]","[{""chinese"":""炬"",""english"":""The character 炬""},{""chinese"":""学炬"",""english"":""Study 炬""},{""chinese"":""这是炬"",""english"":""This is 炬""}]",6,,86,,,ju4,,
2080,衔,銜,xián,"[""rank"",""title"",""to bite"",""to hold in the mouth""]","[{""chinese"":""衔"",""english"":""The character 衔""},{""chinese"":""学衔"",""english"":""Study 衔""},{""chinese"":""这是衔"",""english"":""This is 衔""}]",6,,60,,,xian2,,
2081,睹,睹,dǔ,"[""to look at"",""to gaze at"",""to observe""]","[{""chinese"":""他目睹了謀殺案。"",""english"":""He witnessed the murder.""}]",6,,109,,,du3,,
2082,喉,喉,hóu,"[""throat"",""larynx"",""gullet"",""guttural""]","[{""chinese"":""我喉嚨痛。"",""english"":""I have a sore throat.""},{""chinese"":""我喉咙很干。"",""english"":""My throat feels dry.""},{""chinese"":""他清了清喉嚨。"",""english"":""He cleared his throat.""}]",6,,30,,,hou2,,
2083,咙,嚨,lóng,"[""throat""]","[{""chinese"":""我喉咙很干。"",""english"":""My throat feels dry.""}]",6,,30,,,long2,,
2084,泄,泄,xiè,"[""drip"",""leak"",""vent"",""to disperse"",""to reduce""]","[{""chinese"":""不要让这些信息泄露出去。"",""english"":""Don't let this information leak out.""}]",6,,85,,,xie4,,
2085,棍,棍,gùn,"[""stick"",""rod"",""truncheon""]","[{""chinese"":""汤姆喜欢曲棍球。"",""english"":""Tom loves hockey.""},{""chinese"":""曲棍球在中国不是很流行。"",""english"":""Field hockey is not very popular in China.""},{""chinese"":""汤姆用棍子在沙上写了他的名字。"",""english"":""Tom wrote his name in the sand with a stick.""}]",6,,75,,,gun4,,
2086,链,鏈,liàn,"[""chain"",""wire"",""chains"",""shackles""]","[{""chinese"":""我的拉链卡住了。"",""english"":""My zipper got stuck.""},{""chinese"":""这条项链是我奶奶送给我的。"",""english"":""My grandma gave me this necklace.""}]",6,,167,,,lian4,,
2087,焰,焰,yàn,"[""flame"",""blaze"",""glowing"",""blazing""]","[{""chinese"":""这些焰火真壮观！"",""english"":""These fireworks are spectacular!""},{""chinese"":""硫磺燃燒著藍色的火焰。"",""english"":""Sulfur burns with a blue flame.""},{""chinese"":""从那儿很容易就能看到焰火。"",""english"":""It's easy to see the fireworks from over there.""}]",6,,86,,,yan4,,
2088,挽,挽,wǎn,"[""to pull"",""to lead"",""to pull back"",""to draw a bow""]","[{""chinese"":""我看见他们胳膊挽着胳膊地走路。"",""english"":""I saw them walking arm in arm.""}]",6,,64,,,wan3,,
2089,熏,薰,xūn,"[""to smoke"",""to cure meat"",""vapor"",""smoke"",""fog""]","[{""chinese"":""他的牙齿被烟熏黄了。"",""english"":""His teeth are yellow from smoking too much.""}]",6,"[""熏""]",86,,,xun1,,
2090,髦,髦,máo,"[""fashionable"",""in vogue"",""mane"",""flowing hair""]","[{""chinese"":""你可能認為那些鞋子很時髦, 但是他們不是。"",""english"":""You may think those shoes are in fashion, but they aren't.""}]",6,,190,,,mao2,,
2091,穆,穆,mù,"[""solemn"",""reverent"",""calm""]","[{""chinese"":""世界上任何山峰都达不到珠穆朗瑪峰的高度。"",""english"":""No other mountain in the world is as tall as Mt. Everest.""},{""chinese"":""世界上任何山峰都达不到珠穆朗瑪峰的高度。"",""english"":""No other mountain in the world is so high as Mt. Everest.""}]",6,,115,,,mu4,,
2092,斯,斯,sī,"[""this"",""thus"",""such"",""emphatic particle"",""used in transliterations""]","[{""chinese"":""我聞到瓦斯味。"",""english"":""I smell gas.""},{""chinese"":""他精通波斯语。"",""english"":""He is proficient in Farsi.""},{""chinese"":""他在玩俄羅斯方塊。"",""english"":""He's playing Tetris.""}]",6,,69,,,si1,,
2093,纱,紗,shā,"[""gauze"",""muslin"",""yarn""]","[{""chinese"":""纱"",""english"":""The character 纱""},{""chinese"":""学纱"",""english"":""Study 纱""},{""chinese"":""这是纱"",""english"":""This is 纱""}]",6,,120,,,sha1,,
2094,挪,挪,nuó,"[""to shift"",""to move""]","[{""chinese"":""我挪不动它。"",""english"":""I can't move this.""},{""chinese"":""把椅子挪一挪靠近桌子。"",""english"":""Move the chair nearer to the desk.""}]",6,,64,,,nuo2,,
2095,虹,虹,hóng,"[""rainbow""]","[{""chinese"":""彩虹橋有多長？"",""english"":""How long is the Rainbow Bridge?""},{""chinese"":""你见到今天早上的彩虹了吗？"",""english"":""Did you see the rainbow this morning?""}]",6,,142,,,hong2,,
2096,郁,鬱,yù,"[""lush"",""luxuriant"",""melancholy""]","[{""chinese"":""她抑郁了。"",""english"":""She's in a depression.""},{""chinese"":""郁金香将很快盛开。"",""english"":""Tulips will bloom soon.""},{""chinese"":""那些郁金香很美丽。"",""english"":""Those tulips are beautiful.""}]",6,"[""郁""]",170,,,yu4,,
2097,弊,弊,bì,"[""evil"",""bad"",""wrong"",""fraud"",""harm""]","[{""chinese"":""你作弊了。"",""english"":""You cheated.""},{""chinese"":""玩牌作弊是錯誤的。"",""english"":""It is wrong to cheat at cards.""},{""chinese"":""他在生物學考試時作弊。"",""english"":""He cheated on the biology exam.""}]",6,,55,,,bi4,,
2098,勋,勛,xūn,"[""deeds"",""feats"",""merit"",""rank""]","[{""chinese"":""勋"",""english"":""The character 勋""},{""chinese"":""学勋"",""english"":""Study 勋""},{""chinese"":""这是勋"",""english"":""This is 勋""}]",6,,19,,,xun1,,
2099,坪,坪,píng,"[""a plain"",""ping, unit of area equal to approx. 3.3058 square meters""]","[{""chinese"":""滚出我的草坪！"",""english"":""Get off my lawn.""}]",6,,32,,,ping2,,
2100,蜡,蠟,là,"[""candle"",""wax"",""maggot""]","[{""chinese"":""他吹灭了蜡烛。"",""english"":""He blew out the candle.""},{""chinese"":""蜡烛自己灭了。"",""english"":""The candle went out by itself.""},{""chinese"":""你记得自己该买蜡烛吗？"",""english"":""Did you remember that you were supposed to buy candles?""}]",6,,142,,,la4,,
2101,烛,燭,zhú,"[""candle"",""taper"",""to illuminate"",""to shine""]","[{""chinese"":""我很喜欢烛光。"",""english"":""I like candlelight.""},{""chinese"":""他吹灭了蜡烛。"",""english"":""He blew out the candle.""},{""chinese"":""蜡烛自己灭了。"",""english"":""The candle went out by itself.""}]",6,,86,,,zhu2,,
2102,垮,垮,kuǎ,"[""to be defeated"",""to collapse"",""to fail""]","[{""chinese"":""垮"",""english"":""The character 垮""},{""chinese"":""学垮"",""english"":""Study 垮""},{""chinese"":""这是垮"",""english"":""This is 垮""}]",6,,32,,,kua3,,
2103,佑,佑,yòu,"[""to help"",""to protect"",""to bless""]","[{""chinese"":""上帝保佑美国。"",""english"":""God bless America.""}]",6,,9,,,you4,,
2104,仇,仇,chóu,"[""enemy"",""hatred"",""enmity""]","[{""chinese"":""湯姆想報仇。"",""english"":""Tom wanted revenge.""},{""chinese"":""他們是仇敵。"",""english"":""They are bitter enemies.""},{""chinese"":""人们需要止住仇恨。"",""english"":""People need to stop hating.""}]",6,,9,,,chou2,,
2105,掐,掐,qiā,"[""to pick"",""to pinch"",""to nip""]","[{""chinese"":""掐"",""english"":""The character 掐""},{""chinese"":""学掐"",""english"":""Study 掐""},{""chinese"":""这是掐"",""english"":""This is 掐""}]",6,,64,,,qia1,,
2106,窒,窒,zhì,"[""to obstruct"",""to stop up""]","[{""chinese"":""窒"",""english"":""The character 窒""},{""chinese"":""学窒"",""english"":""Study 窒""},{""chinese"":""这是窒"",""english"":""This is 窒""}]",6,,116,,,zhi4,,
2107,岩,岩,yán,"[""cliff"",""rocks"",""mountain""]","[{""chinese"":""浪拍在岩石上。"",""english"":""The waves crashed against the rocks.""},{""chinese"":""一块岩石从上面落下。"",""english"":""A rock fell from above.""},{""chinese"":""他的頭撞到了一塊岩石。"",""english"":""He hit his head against a rock.""}]",6,,46,,,yan2,,
2108,敞,敞,chǎng,"[""open to the view of all"",""spacious"",""to open wide""]","[{""chinese"":""我新家的客厅很宽敞。"",""english"":""The living room in my new house is very large.""}]",6,,66,,,chang3,,
2109,稚,稚,zhì,"[""young"",""immature"",""childhood""]","[{""chinese"":""她说话幼稚。"",""english"":""She talked childishly.""},{""chinese"":""不要那么幼稚。"",""english"":""Don't be so childish.""},{""chinese"":""他的思維方式很幼稚。"",""english"":""His way of thinking is very childish.""}]",6,,115,,,zhi4,,
2110,腕,腕,wàn,"[""wrist"",""arm""]","[{""chinese"":""這隻腕表需要修理。"",""english"":""This watch needs to be fixed.""},{""chinese"":""這隻腕表需要修理。"",""english"":""This watch has to be repaired.""},{""chinese"":""這隻腕表需要修理。"",""english"":""This watch needs to be repaired.""}]",6,,74,,,wan4,,
2111,钞,鈔,chāo,"[""bank note"",""paper money"",""to counterfeit""]","[{""chinese"":""這個小嬰孩撕掉了一張十美元的鈔票。"",""english"":""The baby tore up a ten-dollar bill.""},{""chinese"":""這個小嬰孩撕掉了一張十美元的鈔票。"",""english"":""This little baby tore up a 10 dollar bill.""}]",6,,167,,,chao1,,
2112,舔,舔,tiǎn,"[""to lick"",""to lap""]","[{""chinese"":""亲吻一个抽烟的人就像在舔烟灰缸。"",""english"":""Kissing a smoker is like licking an ashtray.""},{""chinese"":""亲吻一个抽烟的人就像在舔烟灰缸。"",""english"":""Kissing a person who smokes is like licking an ashtray.""}]",6,,135,,,tian3,,
2113,嚼,嚼,jué,"[""to prattle"",""to be glib""]","[{""chinese"":""我嚼口香糖。"",""english"":""I chew gum.""},{""chinese"":""我嚼口香糖。"",""english"":""I'm chewing gum.""},{""chinese"":""湯姆嚼鉛筆。"",""english"":""Tom chewed on his pencil.""}]",6,,30,,,jue2,,
2114,羞,羞,xiū,"[""shame"",""disgrace"",""shy"",""ashamed""]","[{""chinese"":""我害羞。"",""english"":""I was shy.""},{""chinese"":""我很害羞。"",""english"":""I'm shy.""},{""chinese"":""汤姆害羞。"",""english"":""Tom is shy.""}]",6,,123,,,xiu1,,
2115,钓,釣,diào,"[""fishhook"",""to fish"",""to lure""]","[{""chinese"":""他酷爱钓鱼。"",""english"":""He loves fishing.""},{""chinese"":""他酷爱钓鱼。"",""english"":""He loves to fish.""},{""chinese"":""他酷爱钓鱼。"",""english"":""He is fond of fishing.""}]",6,,167,,,diao4,,
2116,炫,炫,xuàn,"[""to glitter"",""to shine"",""to show off"",""to flaunt""]","[{""chinese"":""炫"",""english"":""The character 炫""},{""chinese"":""学炫"",""english"":""Study 炫""},{""chinese"":""这是炫"",""english"":""This is 炫""}]",6,,86,,,xuan4,,
2117,奴,奴,nú,"[""slave"",""servant""]","[{""chinese"":""我是個奴隸。"",""english"":""I'm a slave.""},{""chinese"":""别当守财奴！"",""english"":""Don't be a penny-pincher.""},{""chinese"":""林肯釋放了奴隸。"",""english"":""Lincoln set the slaves free.""}]",6,,38,,,nu2,,
2118,隶,隸,lì,"[""a person in servitude"",""low-ranking subordinate"",""to be subordinate to""]","[{""chinese"":""您隶属哪家俱乐部吗？"",""english"":""Do you belong to any clubs?""},{""chinese"":""我拒绝被你像奴隶一样对待。"",""english"":""I refuse to be treated like a slave by you.""}]",6,,171,,,li4,,
2119,俊,俊,jùn,"[""talented"",""capable"",""handsome""]","[{""chinese"":""他很英俊。"",""english"":""He is very handsome.""},{""chinese"":""她說他很英俊。"",""english"":""She said that he was handsome.""},{""chinese"":""汤姆并不是玛丽说得那样英俊。"",""english"":""Tom wasn't as handsome as Mary said he was.""}]",6,,9,,,jun4,,
2120,绅,紳,shēn,"[""girdle"",""tie"",""gentry"",""to bend""]","[{""chinese"":""一个绅士是不会做这种事的。"",""english"":""A gentleman wouldn't do such a thing.""},{""chinese"":""一个真正的绅士不会出卖他的朋友。"",""english"":""A true gentleman never betrays his friends.""},{""chinese"":""一个真正的绅士不会出卖他的朋友。"",""english"":""A true gentleman would not betray his friends.""}]",6,,120,,,shen1,,
2121,揍,揍,zòu,"[""to hit"",""to beat"",""to smash"",""to break""]","[{""chinese"":""揍"",""english"":""The character 揍""},{""chinese"":""学揍"",""english"":""Study 揍""},{""chinese"":""这是揍"",""english"":""This is 揍""}]",6,,64,,,zou4,,
2122,痒,癢,yǎng,"[""to itch"",""to tickle""]","[{""chinese"":""背癢。"",""english"":""My back itches.""},{""chinese"":""我的鼻子好癢。"",""english"":""My nose itches.""},{""chinese"":""我的鼻子好癢。"",""english"":""My nose is itchy.""}]",6,,104,,,yang3,,
2123,倦,倦,juàn,"[""tired"",""weary""]","[{""chinese"":""我厌倦了英语。"",""english"":""I'm sick of English.""},{""chinese"":""我厭倦了跳舞。"",""english"":""I'm tired of dancing.""},{""chinese"":""我厭倦了閱讀。"",""english"":""I am tired of reading.""}]",6,,9,,,juan4,,
2124,屠,屠,tú,"[""to butcher"",""to slaughter"",""massacre""]","[{""chinese"":""屠"",""english"":""The character 屠""},{""chinese"":""学屠"",""english"":""Study 屠""},{""chinese"":""这是屠"",""english"":""This is 屠""}]",6,,44,,,tu2,,
2125,抚,撫,fǔ,"[""to pat"",""to console"",""to stroke"",""to caress""]","[{""chinese"":""他在抚摸那只狗。"",""english"":""He was petting the dog.""}]",6,,64,,,fu3,,
2126,吩,吩,fēn,"[""to order"",""to command"",""to instruct""]","[{""chinese"":""吩"",""english"":""The character 吩""},{""chinese"":""学吩"",""english"":""Study 吩""},{""chinese"":""这是吩"",""english"":""This is 吩""}]",6,,30,,,fen1,,
2127,咐,咐,fù,"[""to instruct"",""to order""]","[{""chinese"":""咐"",""english"":""The character 咐""},{""chinese"":""学咐"",""english"":""Study 咐""},{""chinese"":""这是咐"",""english"":""This is 咐""}]",6,,30,,,fu4,,
2128,塌,塌,tā,"[""to collapse"",""to droop"",""to settle down""]","[{""chinese"":""塌"",""english"":""The character 塌""},{""chinese"":""学塌"",""english"":""Study 塌""},{""chinese"":""这是塌"",""english"":""This is 塌""}]",6,,32,,,ta1,,
2129,堕,墮,duò,"[""to drop"",""to fall"",""to sink"",""degenerate""]","[{""chinese"":""你不要自甘堕落。"",""english"":""You don't have to kick yourself.""}]",6,,32,,,duo4,,
2130,饶,饒,ráo,"[""rich"",""abundant"",""exuberant""]","[{""chinese"":""饶了我吧！"",""english"":""Please give me a break.""},{""chinese"":""公主向皇帝请求饶恕。"",""english"":""The princess begged forgiveness from the emperor.""}]",6,,184,,,rao2,,
2131,屉,屜,tì,"[""drawer"",""tier"",""pad"",""screen"",""tray""]","[{""chinese"":""我忘记锁上抽屉了。"",""english"":""I forgot to lock the drawer.""},{""chinese"":""办公桌的抽屉是开着的。"",""english"":""The desk drawer is open.""},{""chinese"":""所有的办公桌抽屉都是空的。"",""english"":""All the desk drawers were empty.""}]",6,,44,,,ti4,,
2132,囚,囚,qiú,"[""prisoner"",""convict"",""to confine""]","[{""chinese"":""你是囚犯。"",""english"":""You're the prisoner.""},{""chinese"":""他被囚禁了。"",""english"":""He was held in captivity.""},{""chinese"":""汤姆被囚禁了。"",""english"":""Tom was captured.""}]",6,,31,,,qiu2,,
2133,捆,捆,kǔn,"[""to bind"",""to tie"",""to truss up"",""a bundle""]","[{""chinese"":""捆"",""english"":""The character 捆""},{""chinese"":""学捆"",""english"":""Study 捆""},{""chinese"":""这是捆"",""english"":""This is 捆""}]",6,,64,,,kun3,,
2134,蜂,蜂,fēng,"[""bee"",""wasp"",""hornet""]","[{""chinese"":""我该买多少蜂蜜？"",""english"":""How much honey should I buy?""},{""chinese"":""我被蜜蜂蛰了一下。"",""english"":""I got a bee sting.""},{""chinese"":""我被蜜蜂蛰了一下。"",""english"":""I was stung by a bee.""}]",6,,142,,,feng1,,
2135,仗,仗,zhàng,"[""1to rely upon"",""protector"",""to fight"",""war"",""weaponry""]","[{""chinese"":""两队打了场硬仗。"",""english"":""The two teams fought very hard.""},{""chinese"":""我們在跟日本打仗。"",""english"":""We're at war with Japan.""},{""chinese"":""法國人在滑鐵盧之役吃了敗仗。"",""english"":""The French were defeated at Waterloo.""}]",6,,9,,,zhang4,,
2136,饥,飢,jī,"[""hungry"",""starving"",""hunger"",""famine""]","[{""chinese"":""许多工人死于饥饿。"",""english"":""Many of the workers died of hunger.""},{""chinese"":""难民与饥饿作斗争。"",""english"":""The refugees struggled against hunger.""},{""chinese"":""世界上许多人很饥饿。"",""english"":""A lot of people are starving in the world.""}]",6,,184,,,ji1,,
2137,佣,佣,yōng,"[""to hire"",""to employ"",""commission"",""servant""]","[{""chinese"":""为什么我要雇佣Tom？"",""english"":""Why should I hire Tom?""}]",6,"[""傭""]",9,,,yong1,,
2138,鸽,鴿,gē,"[""pigeon"",""dove"",""Columba species (various)""]","[{""chinese"":""屋顶上有只白鸽。"",""english"":""A white dove is on the roof.""},{""chinese"":""屋顶上有只白鸽。"",""english"":""There's a white dove on the roof.""},{""chinese"":""白鸽是种美丽的鸟类。"",""english"":""White doves are pretty birds.""}]",6,,196,,,ge1,,
2139,葬,葬,zàng,"[""to bury"",""to inter""]","[{""chinese"":""葬禮是昨天。"",""english"":""The funeral was yesterday.""},{""chinese"":""她埋葬了她的独生子。"",""english"":""She has buried her only son.""},{""chinese"":""她被安葬在她的家鄉。"",""english"":""She was buried in her hometown.""}]",6,,140,,,zang4,,
2140,翁,翁,wēng,"[""elderly man"",""father"",""father-in-law""]","[{""chinese"":""我就要成为百万富翁了。"",""english"":""I'm going to be a millionaire.""},{""chinese"":""我總是梦想著成為億萬富翁。"",""english"":""I always dreamed of being a billionaire.""},{""chinese"":""大富翁是一個家庭玩的熱門遊戲。"",""english"":""Monopoly is a popular game for families to play.""}]",6,,124,,,weng1,,
2141,疏,疏,shū,"[""to neglect"",""to dredge"",""to clear away"",""lax"",""careless""]","[{""chinese"":""我外婆患有骨質疏鬆症。"",""english"":""My grandmother suffers from osteoporosis.""},{""chinese"":""人们因为洪水被疏散了。"",""english"":""People were evacuated because of the flood.""},{""chinese"":""人们因为洪水被疏散了。"",""english"":""The people were evacuated because of the flood.""}]",6,,103,,,shu1,,
2142,苍,蒼,cāng,"[""dark blue"",""deep green"",""old"",""hoary""]","[{""chinese"":""他有点苍白。"",""english"":""He's a little pale.""},{""chinese"":""他有点苍白。"",""english"":""He looks kind of pale.""},{""chinese"":""你看上去很苍白。"",""english"":""You look very pale.""}]",6,,140,,,cang1,,
2143,蝇,蠅,yíng,"[""fly"",""musca"",""CL:隻|只""]","[{""chinese"":""蒼蠅能在天花板上走。"",""english"":""A fly can walk on the ceiling.""},{""chinese"":""有一隻大蒼蠅在天花板上。"",""english"":""There's a big fly on the ceiling.""},{""chinese"":""蒼蠅和蚊子干擾了他的冥想。"",""english"":""Flies and mosquitoes interfered with his meditation.""}]",6,,142,,,ying2,,
2144,匿,匿,nì,"[""to hide"",""to go into hiding""]","[{""chinese"":""你想保持匿名身份。"",""english"":""You want to remain anonymous.""},{""chinese"":""他匿名向红十字捐了大笔钱。"",""english"":""He anonymously donated a large sum of money to the Red Cross.""}]",6,,23,,,ni4,,
2145,蛙,蛙,wā,"[""frog""]","[{""chinese"":""我的喉嚨裡有一隻青蛙。"",""english"":""I have a frog in my throat.""},{""chinese"":""我的喉嚨裡有一隻青蛙。"",""english"":""I've got a frog in my throat.""},{""chinese"":""我无法区分青蛙和蟾蜍。"",""english"":""I can't tell a frog from a toad.""}]",6,,142,,,wa1,,
2146,谣,謠,yáo,"[""rumor"",""folksong"",""ballad""]","[{""chinese"":""那个谣言很快传播开来。"",""english"":""That rumor soon spread.""},{""chinese"":""经过证实，谣言是真的。"",""english"":""The rumor proved to be true.""},{""chinese"":""谣言最后被证明是假的。"",""english"":""The rumor turned out to be false.""}]",6,,149,,,yao2,,
2147,撬,撬,qiào,"[""to lift"",""to pry open"",""to lever open""]","[{""chinese"":""撬"",""english"":""The character 撬""},{""chinese"":""学撬"",""english"":""Study 撬""},{""chinese"":""这是撬"",""english"":""This is 撬""}]",6,,64,,,qiao4,,
2148,贪,貪,tān,"[""to have a voracious desire for"",""to covet"",""greedy""]","[{""chinese"":""我不貪婪。"",""english"":""I'm not greedy.""},{""chinese"":""湯姆確實貪。"",""english"":""Tom certainly is greedy.""}]",6,,154,,,tan1,,
2149,婪,婪,lán,"[""to covet"",""covetous"",""avaricious""]","[{""chinese"":""我不貪婪。"",""english"":""I'm not greedy.""}]",6,,38,,,lan2,,
2150,峡,峽,xiá,"[""gorge"",""ravine"",""strait"",""isthmus""]","[{""chinese"":""峡"",""english"":""The character 峡""},{""chinese"":""学峡"",""english"":""Study 峡""},{""chinese"":""这是峡"",""english"":""This is 峡""}]",6,,46,,,xia2,,
2151,丛,叢,cóng,"[""bush"",""shrub"",""thicket"",""collection""]","[{""chinese"":""那是丛林狼吗？"",""english"":""Is that a coyote?""},{""chinese"":""狮子是丛林之王。"",""english"":""The lion is the king of the jungle.""},{""chinese"":""我躲在高草丛里了。"",""english"":""I hid in the tall grass.""}]",6,,1,,,cong2,,
2152,鲨,鯊,shā,"[""shark""]","[{""chinese"":""鯊魚皮比金槍魚皮粗糙多了。"",""english"":""The skin of a shark is much rougher than that of a tuna fish.""}]",6,,195,,,sha1,,
2153,堪,堪,kān,"[""to endure"",""adequate"",""capable"",""worthy""]","[{""chinese"":""我们还是脆弱不堪。"",""english"":""We're still vulnerable.""},{""chinese"":""我沒想要讓你難堪。"",""english"":""I didn't mean to embarrass you.""},{""chinese"":""她的演技堪比专业人士。"",""english"":""Her acting is on the level of a professional.""}]",6,,32,,,kan1,,
2154,稽,稽,jī,"[""to examine"",""to investigate""]","[{""chinese"":""滑稽可笑。"",""english"":""It was ridiculous.""},{""chinese"":""那是無稽之談。只有傻瓜才會相信。"",""english"":""That's nonsense. Nobody but a fool would believe it.""}]",6,,115,,,ji1,,
2155,磕,磕,kē,"[""to collide"",""to hit"",""to knock"",""to tap""]","[{""chinese"":""他磕碎了下巴，掉了几颗牙。"",""english"":""He got a broken jaw and lost some teeth.""}]",6,,112,,,ke1,,
2156,剖,剖,pōu,"[""to cut open"",""to analyze"",""Taiwan pr.""]","[{""chinese"":""剖"",""english"":""The character 剖""},{""chinese"":""学剖"",""english"":""Study 剖""},{""chinese"":""这是剖"",""english"":""This is 剖""}]",6,,18,,,pou1,,
2157,靴,靴,xuē,"[""boots""]","[{""chinese"":""她穿着长靴。"",""english"":""She was wearing long boots.""},{""chinese"":""我想买些靴子。"",""english"":""I would like to purchase some boots.""},{""chinese"":""我需要我的靴子。"",""english"":""I need my boots.""}]",6,,177,,,xue1,,
2158,慷,慷,kāng,"[""ardent"",""fervent"",""generous"",""magnanimous""]","[{""chinese"":""大自然很慷慨。"",""english"":""Mother Nature is generous.""}]",6,,61,,,kang1,,
2159,慨,慨,kǎi,"[""sigh"",""regret"",""lament"",""generosity""]","[{""chinese"":""大自然很慷慨。"",""english"":""Mother Nature is generous.""}]",6,"[""嘅""]",61,,,kai3,,
2160,兽,獸,shòu,"[""beast"",""animal"",""beastly""]","[{""chinese"":""我怕野兽。"",""english"":""I'm scared of wild animals.""},{""chinese"":""狮子是万兽之王。"",""english"":""The lion is the king of beasts.""},{""chinese"":""狮子是万兽之王。"",""english"":""The lion is the king of the beasts.""}]",6,,12,,,shou4,,
2161,猎,獵,liè,"[""hunting"",""field sports""]","[{""chinese"":""他喜欢打猎。"",""english"":""He likes hunting.""},{""chinese"":""他喜欢打猎。"",""english"":""He likes to hunt.""},{""chinese"":""猎人射死了狐狸。"",""english"":""The hunter shot and killed the fox.""}]",6,,94,,,lie4,,
2162,脉,脈,mài,"[""a pulse"",""arteries"",""veins"",""blood vessels""]","[{""chinese"":""我的脉搏很快。"",""english"":""My pulse is fast.""},{""chinese"":""再检查一下汤姆的脉搏。"",""english"":""Check Tom's pulse again.""}]",6,,74,,,mai4,,
2163,陋,陋,lòu,"[""coarse"",""crude"",""narrow"",""ugly""]","[{""chinese"":""陋"",""english"":""The character 陋""},{""chinese"":""学陋"",""english"":""Study 陋""},{""chinese"":""这是陋"",""english"":""This is 陋""}]",6,,170,,,lou4,,
2164,棺,棺,guān,"[""coffin""]","[{""chinese"":""棺"",""english"":""The character 棺""},{""chinese"":""学棺"",""english"":""Study 棺""},{""chinese"":""这是棺"",""english"":""This is 棺""}]",6,,75,,,guan1,,
2165,磁,磁,cí,"[""magnetic"",""magnetism"",""porcelain""]","[{""chinese"":""我買磁帶。"",""english"":""I buy tapes.""},{""chinese"":""電流可以產生磁性。"",""english"":""An electric current can generate magnetism.""},{""chinese"":""这个磁带录音机不是新的。"",""english"":""This tape recorder is not new.""}]",6,,112,,,ci2,,
2166,耻,恥,chǐ,"[""shame"",""humiliation"",""disgrace""]","[{""chinese"":""他为他的失败感到羞耻。"",""english"":""He is ashamed of his failure.""},{""chinese"":""她为自己的粗心感到羞耻。"",""english"":""She was ashamed of herself for her carelessness.""},{""chinese"":""我对你的厚颜无耻感到惊讶。"",""english"":""I'm amazed at your audacity.""}]",6,,128,,,chi3,,
