index,simplified,traditional,traditionalVariants,pinyin,pinyin2,pinyin3,numberedPinyin,numberedPinyin2,numberedPinyin3,radicalIndex,hskLevel,lesson,definition,examples,wordExamples
2894,涛,濤,,tāo,,,tao1,,,85,6,,big wave; large wave; billows; surge (often used in poetry and names),"[{""chinese"": ""海涛声声入耳，令人心旷神怡。"", ""english"": ""The sound of ocean waves fills one's ears, bringing peace of mind.""}, {""chinese"": ""他像在波涛中搏击的勇士一样坚强。"", ""english"": ""He is as strong as a warrior battling waves in the sea.""}, {""chinese"": ""涛声依旧，历尽沧桑的古城依然屹立。"", ""english"": ""The waves continue to roar, and the ancient city still stands despite countless changes.""}]","[{""word"": ""波涛"", ""pinyin"": ""bōtāo"", ""meaning"": ""waves; billows; surge""}, {""word"": ""涛声"", ""pinyin"": ""tāoshēng"", ""meaning"": ""the sound of waves; roaring sound of waves""}, {""word"": ""怒涛"", ""pinyin"": ""nùtāo"", ""meaning"": ""raging waves; angry billows; turbulent waters""}]"
2895,笛,笛,,dí,,,di2,,,118,6,,bamboo flute | whistle,"[{""chinese"": ""他在音乐会上吹了一首竹笛独奏。"", ""english"": ""He performed a bamboo flute solo at the concert.""}, {""chinese"": ""火车的笛声在夜里响起。"", ""english"": ""The whistle of the train sounded in the night.""}, {""chinese"": ""小女孩正在学习吹笛子。"", ""english"": ""The little girl is learning to play the flute.""}]","[{""word"": ""竹笛"", ""pinyin"": ""zhúdí"", ""meaning"": ""bamboo flute""}, {""word"": ""口笛"", ""pinyin"": ""kǒudí"", ""meaning"": ""whistle""}, {""word"": ""笛声"", ""pinyin"": ""díshēng"", ""meaning"": ""sound of a flute/whistle""}]"
2896,骏,駿,,jùn,,,jun4,,,187,6,,excellent horse; noble steed,"[{""chinese"": ""这匹骏马奔跑得非常快。"", ""english"": ""This excellent horse runs extremely fast.""}, {""chinese"": ""古代皇帝骑着骏马巡游。"", ""english"": ""The ancient emperor traveled on a noble steed.""}, {""chinese"": ""他拥有一匹品质骏良的马。"", ""english"": ""He owns a horse of excellent quality.""}]","[{""word"": ""骏马"", ""pinyin"": ""jùnmǎ"", ""meaning"": ""excellent horse; thoroughbred""}, {""word"": ""骏才"", ""pinyin"": ""jùncái"", ""meaning"": ""outstanding talent""}, {""word"": ""骏业"", ""pinyin"": ""jùnyè"", ""meaning"": ""great achievement""}]"
2897,兢,兢,,jīng,,,jing1,,,10,6,,fearful; cautious; wary; vigilant,"[{""chinese"": ""他兢兢业业地工作了二十年。"", ""english"": ""He worked diligently and cautiously for twenty years.""}, {""chinese"": ""经理对这个项目兢兢业业。"", ""english"": ""The manager is very vigilant about this project.""}, {""chinese"": ""她以兢惧之心对待每一个客户。"", ""english"": ""She treats every customer with a careful and respectful attitude.""}]","[{""word"": ""兢兢业业"", ""pinyin"": ""jīngjīngyèyè"", ""meaning"": ""diligent and conscientious; industrious""}, {""word"": ""兢惧"", ""pinyin"": ""jīngjù"", ""meaning"": ""fearful; apprehensive""}]"
2898,贞,貞,,zhēn,,,zhen1,,,25,6,,virtuous; chaste; pure; loyal; steadfast,"[{""chinese"": ""她是一位贞节的女性，备受尊敬。"", ""english"": ""She is a chaste and virtuous woman, highly respected.""}, {""chinese"": ""古代推崇贞烈的品质。"", ""english"": ""Ancient times valued the qualities of purity and virtue.""}, {""chinese"": ""他对家族保持了贞正的忠诚。"", ""english"": ""He maintained steadfast loyalty to his family.""}]","[{""word"": ""贞节"", ""pinyin"": ""zhēnjiē"", ""meaning"": ""chastity; virtue""}, {""word"": ""贞烈"", ""pinyin"": ""zhēnliè"", ""meaning"": ""pure and virtuous; chaste and noble""}, {""word"": ""贞女"", ""pinyin"": ""zhēnnyǔ"", ""meaning"": ""chaste woman; virtuous maiden""}]"
2899,寥,寥,,liáo,,,liao2,,,40,6,,few; scarce; sparse; empty; deserted,"[{""chinese"": ""冬天的海滩寥无人烟。"", ""english"": ""The beach is deserted and empty of people in winter.""}, {""chinese"": ""他的支持者寥寥可数。"", ""english"": ""His supporters are few and far between.""}, {""chinese"": ""那个小镇的访客寥落。"", ""english"": ""Visitors to that small town are sparse.""}]","[{""word"": ""寥寥"", ""pinyin"": ""liáoliáo"", ""meaning"": ""very few; scanty""}, {""word"": ""寥无人烟"", ""pinyin"": ""liáowúrényān"", ""meaning"": ""deserted; with not a soul in sight""}, {""word"": ""寥落"", ""pinyin"": ""liáoluò"", ""meaning"": ""sparse; scattered; desolate""}]"
2900,涝,澇,,lào,,,lao4,,,85,6,,waterlogging | flooding | to inundate with water,"[{""chinese"": ""暴雨导致田地严重涝灾。"", ""english"": ""Heavy rain caused severe waterlogging in the fields.""}, {""chinese"": ""这个地区容易遭受涝灾。"", ""english"": ""This area is prone to flood disasters.""}, {""chinese"": ""排水沟堵塞了，水涝了整个院子。"", ""english"": ""The drainage ditch was clogged, flooding the entire courtyard.""}]","[{""word"": ""涝灾"", ""pinyin"": ""làozāi"", ""meaning"": ""flood disaster | waterlogging calamity""}, {""word"": ""旱涝"", ""pinyin"": ""hànlào"", ""meaning"": ""drought and flood | drought or waterlogging""}, {""word"": ""内涝"", ""pinyin"": ""nèilào"", ""meaning"": ""urban waterlogging | internal flooding""}]"
2901,脊,脊,,jí,jǐ,,ji2,ji3,,74,6,,spine | backbone | ridge (of a roof or mountain),"[{""chinese"": ""医生检查了他的脊椎是否有问题。"", ""english"": ""The doctor examined whether there were problems with his spine.""}, {""chinese"": ""山脊上覆盖着厚厚的积雪。"", ""english"": ""Thick snow covered the mountain ridge.""}, {""chinese"": ""他脊背挺直，显得很有精神。"", ""english"": ""He held his back straight, looking energetic.""}]","[{""word"": ""脊椎"", ""pinyin"": ""jǐzhuī"", ""meaning"": ""spine | vertebral column""}, {""word"": ""山脊"", ""pinyin"": ""shānjǐ"", ""meaning"": ""ridge | mountain ridge""}, {""word"": ""脊背"", ""pinyin"": ""jǐbèi"", ""meaning"": ""back | backbone""}]"
2902,翠,翠,,cuì,,,cui4,,,124,6,,emerald | jade green | kingfisher (bird with emerald feathers),"[{""chinese"": ""她戴着一条翠绿色的翡翠手镯。"", ""english"": ""She wore an emerald-green jade bracelet.""}, {""chinese"": ""春天树木翠绿，生机盎然。"", ""english"": ""In spring, the trees are lush and green with vitality.""}, {""chinese"": ""这块翠玉是明朝的古董。"", ""english"": ""This piece of jade is an antique from the Ming Dynasty.""}]","[{""word"": ""翠绿"", ""pinyin"": ""cuìlǜ"", ""meaning"": ""emerald green | lush green""}, {""word"": ""翡翠"", ""pinyin"": ""fěicuì"", ""meaning"": ""jade | kingfisher""}, {""word"": ""苍翠"", ""pinyin"": ""cāngcuì"", ""meaning"": ""deep green | verdant""}]"
2903,灼,灼,,zhuó,,,zhuo2,,,86,6,,to burn | to scorch | to sear | burning hot,"[{""chinese"": ""烈日灼伤了他的皮肤。"", ""english"": ""The scorching sun burned his skin.""}, {""chinese"": ""他灼热的目光看着远方。"", ""english"": ""He gazed into the distance with a burning stare.""}, {""chinese"": ""火焰灼烤着树木，冒出黑烟。"", ""english"": ""The flames scorched the trees, producing black smoke.""}]","[{""word"": ""灼热"", ""pinyin"": ""zhuórè"", ""meaning"": ""burning hot | scorching""}, {""word"": ""灼伤"", ""pinyin"": ""zhuóshāng"", ""meaning"": ""burn injury | scald""}, {""word"": ""灼烧"", ""pinyin"": ""zhuóshāo"", ""meaning"": ""to burn | to calcinate | to roast""}]"
2904,戈,戈,,gē,,,ge1,,,62,6,,dagger-axe (ancient Chinese weapon) | halberd,"[{""chinese"": ""古代士兵用戈和矛作为武器。"", ""english"": ""Ancient soldiers used dagger-axes and spears as weapons.""}, {""chinese"": ""这把铜戈是商代的文物。"", ""english"": ""This bronze dagger-axe is a cultural relic from the Shang Dynasty.""}, {""chinese"": ""战场上响起了刀戈碰撞的声音。"", ""english"": ""The clash of swords and dagger-axes echoed across the battlefield.""}]","[{""word"": ""戈矛"", ""pinyin"": ""gēmáo"", ""meaning"": ""dagger-axe and spear | ancient weapons""}, {""word"": ""刀戈"", ""pinyin"": ""dāogē"", ""meaning"": ""swords and dagger-axes | weapons of war""}, {""word"": ""戈壁"", ""pinyin"": ""gēbì"", ""meaning"": ""Gobi | gobi desert""}]"
2905,逞,逞,,chěng,,,cheng3,,,162,6,,to show off | to flaunt | to carry out or succeed in a scheme,"[{""chinese"": ""他喜欢逞强，总是不听别人的建议。"", ""english"": ""He likes to show off his strength and never listens to others' advice.""}, {""chinese"": ""不要逞一时之快，要考虑后果。"", ""english"": ""Don't pursue momentary satisfaction; think about the consequences.""}, {""chinese"": ""他逞能做了一件很危险的事。"", ""english"": ""He recklessly did something very dangerous.""}]","[{""word"": ""逞强"", ""pinyin"": ""chěngqiáng"", ""meaning"": ""to show off one's strength | to bluff""}, {""word"": ""逞能"", ""pinyin"": ""chěngnéng"", ""meaning"": ""to show off | to act recklessly""}, {""word"": ""逞凶"", ""pinyin"": ""chěngxiōng"", ""meaning"": ""to act viciously | to perpetrate violence""}]"
2906,碧,碧,,bì,,,bi4,,,112,6,,jade green | bluish-green | blue-green color,"[{""chinese"": ""湖水清澈碧绿，非常美丽。"", ""english"": ""The lake water is clear and jade green, very beautiful.""}, {""chinese"": ""夏日的碧空万里无云。"", ""english"": ""On the summer day, the blue sky stretched endlessly without a cloud.""}, {""chinese"": ""她穿着一条碧色的连衣裙。"", ""english"": ""She wore a jade-green dress.""}]","[{""word"": ""碧绿"", ""pinyin"": ""bìlǜ"", ""meaning"": ""jade green | bright green""}, {""word"": ""碧空"", ""pinyin"": ""bìkōng"", ""meaning"": ""blue sky""}, {""word"": ""碧玉"", ""pinyin"": ""bìyù"", ""meaning"": ""jade | green jade stone""}]"
2907,呜,嗚,,wū,,,wu1,,,30,6,,to hum | to whimper | to cry (onomatopoeia),"[{""chinese"": ""小狗被关在笼子里呜呜地叫。"", ""english"": ""The puppy whimpered in its cage.""}, {""chinese"": ""火车开动时发出呜呜的鸣笛声。"", ""english"": ""The train made a whooshing whistle sound as it departed.""}, {""chinese"": ""她伤心地呜咽着说不出话来。"", ""english"": ""She sobbed so sadly that she couldn't speak.""}]","[{""word"": ""呜呼"", ""pinyin"": ""wūhū"", ""meaning"": ""alas | an exclamation of sorrow or regret""}, {""word"": ""呜咽"", ""pinyin"": ""wūyè"", ""meaning"": ""to sob | to whimper""}, {""word"": ""鸣呜"", ""pinyin"": ""míngwū"", ""meaning"": ""to sound a whistle or siren""}]"
2908,纬,緯,,wěi,,,wei3,,,120,6,,latitude | weft (in weaving) | transverse,"[{""chinese"": ""赤道是最重要的纬线。"", ""english"": ""The equator is the most important line of latitude.""}, {""chinese"": ""这块布的纬线很密集。"", ""english"": ""The weft threads of this fabric are very tightly woven.""}, {""chinese"": ""北京位于北纬四十度附近。"", ""english"": ""Beijing is located at approximately 40 degrees north latitude.""}]","[{""word"": ""纬线"", ""pinyin"": ""wěixiàn"", ""meaning"": ""line of latitude | parallel""}, {""word"": ""纬度"", ""pinyin"": ""wěidù"", ""meaning"": ""latitude""}, {""word"": ""纬织"", ""pinyin"": ""wěizhī"", ""meaning"": ""to weave weft""}]"
2909,贤,賢,,xián,,,xian2,,,154,6,,virtuous | worthy | able | capable,"[{""chinese"": ""这位领导是个很贤能的人。"", ""english"": ""This leader is a very capable and virtuous person.""}, {""chinese"": ""古代人尊敬贤人和智者。"", ""english"": ""In ancient times, people respected virtuous and wise people.""}, {""chinese"": ""她嫁给了一位贤惠的丈夫。"", ""english"": ""She married a worthy and virtuous husband.""}]","[{""word"": ""贤能"", ""pinyin"": ""xiánnéng"", ""meaning"": ""capable and worthy | talented""}, {""word"": ""贤惠"", ""pinyin"": ""xiánhuì"", ""meaning"": ""virtuous and kind | good-natured (esp. of women)""}, {""word"": ""贤者"", ""pinyin"": ""xiánzhě"", ""meaning"": ""a virtuous or wise person | a sage""}]"
2910,吏,吏,,lì,,,li4,,,30,6,,government official | magistrate,"[{""chinese"": ""古代的吏员负责征收税款。"", ""english"": ""Ancient officials were responsible for collecting taxes.""}, {""chinese"": ""县吏在衙门里处理公务。"", ""english"": ""The county magistrate handled administrative affairs at the yamen.""}, {""chinese"": ""他升任为地方吏官。"", ""english"": ""He was promoted to a local official position.""}]","[{""word"": ""吏员"", ""pinyin"": ""lìyuán"", ""meaning"": ""government official / clerk""}, {""word"": ""官吏"", ""pinyin"": ""guānlì"", ""meaning"": ""government official / official""}, {""word"": ""县吏"", ""pinyin"": ""xiànlì"", ""meaning"": ""county magistrate / county official""}]"
2911,杨,楊,,yáng,,,yang2,,,75,6,,willow | poplar | aspen | surname,"[{""chinese"": ""河边种着许多杨树。"", ""english"": ""Many poplar trees are planted along the riverbank.""}, {""chinese"": ""杨姓在中国是常见的姓氏。"", ""english"": ""Yang is a common surname in China.""}, {""chinese"": ""春天杨柳纷飞，满地白絮。"", ""english"": ""In spring, willow catkins drift everywhere, covering the ground with white fluff.""}]","[{""word"": ""杨树"", ""pinyin"": ""yángshù"", ""meaning"": ""poplar tree""}, {""word"": ""杨柳"", ""pinyin"": ""yángliǔ"", ""meaning"": ""willow / poplar and willow trees""}, {""word"": ""白杨"", ""pinyin"": ""báiyáng"", ""meaning"": ""white poplar / aspen""}]"
2912,腊,臘,"腊, 臈",là,là,,la4,la4,,74,6,,"the 12th lunar month | cured/preserved (meat, fish) traditionally done in winter","[{""chinese"": ""腊月是一年中最后的月份。"", ""english"": ""The twelfth lunar month is the last month of the year.""}, {""chinese"": ""她喜欢吃腊肉和腊肠。"", ""english"": ""She likes to eat cured pork and preserved sausage.""}, {""chinese"": ""冬至过后进入腊月季节。"", ""english"": ""After the winter solstice, we enter the season of the twelfth month.""}]","[{""word"": ""腊月"", ""pinyin"": ""làyuè"", ""meaning"": ""the 12th lunar month""}, {""word"": ""腊肉"", ""pinyin"": ""làròu"", ""meaning"": ""cured pork / preserved pork""}, {""word"": ""腊肠"", ""pinyin"": ""làcháng"", ""meaning"": ""preserved sausage / cured sausage""}]"
2913,瞻,瞻,,zhān,,,zhan1,,,109,6,,to look | to look out for | to respect,"[{""chinese"": ""他瞻仰这位伟大的革命烈士。"", ""english"": ""He looked up with respect to this great revolutionary martyr.""}, {""chinese"": ""我们瞻望远方的山峰。"", ""english"": ""We gaze toward the distant mountain peaks.""}, {""chinese"": ""瞻前顾后是做决定的重要态度。"", ""english"": ""Looking forward and backward is an important attitude when making decisions.""}]","[{""word"": ""瞻仰"", ""pinyin"": ""zhānyǎng"", ""meaning"": ""to look up to with respect / to revere""}, {""word"": ""瞻望"", ""pinyin"": ""zhānwàng"", ""meaning"": ""to gaze / to look into the distance""}, {""word"": ""瞻前顾后"", ""pinyin"": ""zhānqiánhùhòu"", ""meaning"": ""to look ahead and behind / to be careful and deliberate""}]"
2914,栖,棲,,qī,xī,,qi1,xi1,,75,6,,to perch | to rest | to dwell,"[{""chinese"": ""鸟儿栖息在树枝上。"", ""english"": ""The birds perch on the tree branches.""}, {""chinese"": ""许多野生动物在这个保护区栖居。"", ""english"": ""Many wild animals dwell in this nature reserve.""}, {""chinese"": ""蝴蝶栖落在花朵上休息。"", ""english"": ""The butterfly lands on the flower to rest.""}]","[{""word"": ""栖息"", ""pinyin"": ""qīxí"", ""meaning"": ""to perch / to live / to inhabit""}, {""word"": ""栖居"", ""pinyin"": ""qījū"", ""meaning"": ""to dwell / to reside / to inhabit""}, {""word"": ""栖所"", ""pinyin"": ""qīsuǒ"", ""meaning"": ""roost / perch / dwelling place""}]"
2915,沃,沃,,wò,,,wo4,,,85,6,,to water | to irrigate | fertile | rich,"[{""chinese"": ""这片土地沃野千里，适合种庄稼。"", ""english"": ""This fertile land stretches for thousands of miles, suitable for farming.""}, {""chinese"": ""农民用水来沃灌田地。"", ""english"": ""The farmer irrigates the fields with water.""}, {""chinese"": ""沃土孕育了繁荣的文明。"", ""english"": ""Rich soil nurtured a thriving civilization.""}]","[{""word"": ""沃野"", ""pinyin"": ""wòyě"", ""meaning"": ""fertile plain; rich farmland""}, {""word"": ""沃土"", ""pinyin"": ""wòtǔ"", ""meaning"": ""fertile soil; rich earth""}, {""word"": ""沃灌"", ""pinyin"": ""wòguàn"", ""meaning"": ""to irrigate; irrigation""}]"
2916,贮,貯,,zhù,,,zhu4,,,154,6,,to store | to save | stockpile,"[{""chinese"": ""他在地下室贮存了很多粮食。"", ""english"": ""He stored a large amount of grain in the basement.""}, {""chinese"": ""这个仓库贮有大量物资。"", ""english"": ""This warehouse stockpiles a large quantity of supplies.""}, {""chinese"": ""冬天来临前，要贮备充足的煤炭。"", ""english"": ""Before winter arrives, sufficient coal must be saved up.""}]","[{""word"": ""贮存"", ""pinyin"": ""zhùcún"", ""meaning"": ""to store; to preserve""}, {""word"": ""贮备"", ""pinyin"": ""zhùbèi"", ""meaning"": ""to stockpile; to store up reserves""}, {""word"": ""贮藏"", ""pinyin"": ""zhùcáng"", ""meaning"": ""to store; to keep in storage""}]"
2917,骇,駭,,hài,,,hai4,,,187,6,,to astonish | to startle | shocking,"[{""chinese"": ""他突然的决定令大家骇然失色。"", ""english"": ""His sudden decision shocked everyone and left them pale.""}, {""chinese"": ""这个骇人听闻的新闻传遍了全城。"", ""english"": ""This shocking news spread throughout the city.""}, {""chinese"": ""她被他的愚蠢言论骇得瞠目结舌。"", ""english"": ""She was astonished by his foolish remarks and couldn't speak.""}]","[{""word"": ""骇人"", ""pinyin"": ""hàirén"", ""meaning"": ""shocking; startling; appalling""}, {""word"": ""骇然"", ""pinyin"": ""hàirán"", ""meaning"": ""aghast; shocked; astonished""}, {""word"": ""骇听"", ""pinyin"": ""hàitīng"", ""meaning"": ""shocking to the ear; scandalous""}]"
2918,侍,侍,,shì,,,shi4,,,9,6,,to serve | to attend upon | servant | attendant | samurai,"[{""chinese"": ""她在宫廷侍候皇后多年。"", ""english"": ""She attended to the empress in the imperial court for many years.""}, {""chinese"": ""侍者为客人倒上了一杯红酒。"", ""english"": ""The attendant poured a glass of red wine for the guest.""}, {""chinese"": ""古代的侍卫要时刻准备保护国王。"", ""english"": ""In ancient times, bodyguards had to be constantly ready to protect the king.""}]","[{""word"": ""侍者"", ""pinyin"": ""shìzhě"", ""meaning"": ""waiter; attendant; servant""}, {""word"": ""侍卫"", ""pinyin"": ""shìwèi"", ""meaning"": ""bodyguard; guard; attendant""}, {""word"": ""侍候"", ""pinyin"": ""shìhòu"", ""meaning"": ""to attend to; to serve; to wait on""}]"
2919,讥,譏,,jī,,,ji1,,,149,6,,to ridicule | to mock | to jeer,"[{""chinese"": ""别讥笑他的口音，他在努力学习。"", ""english"": ""Don't mock his accent; he's working hard to learn.""}, {""chinese"": ""他们讥讽他的天真想法。"", ""english"": ""They ridiculed his naive ideas.""}, {""chinese"": ""媒体讥评这个荒唐的决定。"", ""english"": ""The media jeered at this absurd decision.""}]","[{""word"": ""讥笑"", ""pinyin"": ""jīxiào"", ""meaning"": ""to mock; to ridicule; to jeer at""}, {""word"": ""讥讽"", ""pinyin"": ""jīfěng"", ""meaning"": ""to ridicule; to taunt; sarcasm""}, {""word"": ""讥评"", ""pinyin"": ""jīpíng"", ""meaning"": ""to criticize mockingly; to jeer""}]"
2920,酌,酌,,zhuó,,,zhuo2,,,164,6,,to pour wine | to drink wine | to deliberate | to consider,"[{""chinese"": ""请给我倒一杯酒，酌情饮用。"", ""english"": ""Please pour me a glass of wine, and I'll drink it at my discretion.""}, {""chinese"": ""我们需要酌情考虑这个提案。"", ""english"": ""We need to give serious consideration to this proposal.""}, {""chinese"": ""老友相聚，一起举杯酌饮。"", ""english"": ""Old friends gathered together to drink wine and socialize.""}]","[{""word"": ""酌情"", ""pinyin"": ""zhuóqíng"", ""meaning"": ""to consider the circumstances; to use discretion""}, {""word"": ""品酌"", ""pinyin"": ""pǐnzhuó"", ""meaning"": ""to taste and appreciate wine""}, {""word"": ""斟酌"", ""pinyin"": ""zhēnzhuó"", ""meaning"": ""to consider carefully; to weigh""}]"
2921,阎,閻,,yán,,,yan2,,,169,6,,village gate; barrier; surname,"[{""chinese"": ""阎罗王是佛教中的地狱之王。"", ""english"": ""Yama is the king of hell in Buddhist mythology.""}, {""chinese"": ""他的姓氏是阎，是一个古老的家族。"", ""english"": ""His surname is Yan, belonging to an ancient family lineage.""}, {""chinese"": ""阎姓在中国历史上出过许多名人。"", ""english"": ""The Yan surname has produced many notable figures throughout Chinese history.""}]","[{""word"": ""阎罗"", ""pinyin"": ""yánluó"", ""meaning"": ""Yama; lord of the underworld""}, {""word"": ""阎王"", ""pinyin"": ""yánwáng"", ""meaning"": ""King Yama; lord of hell""}]"
2922,佐,佐,,zuǒ,,,zuo3,,,9,6,,to assist | to aid | subordinate | second,"[{""chinese"": ""他担任总理的佐手，协助处理国务。"", ""english"": ""He served as an assistant to the prime minister, helping with state affairs.""}, {""chinese"": ""香料可以佐餐，增加菜肴的风味。"", ""english"": ""Spices can accompany dishes and enhance their flavor.""}, {""chinese"": ""医生用药物来佐治这种疾病。"", ""english"": ""The doctor used medication to assist in treating this disease.""}]","[{""word"": ""佐餐"", ""pinyin"": ""zuǒcān"", ""meaning"": ""to accompany a meal; condiment""}, {""word"": ""左佐"", ""pinyin"": ""zuǒzuǒ"", ""meaning"": ""left assistant; aide-de-camp""}, {""word"": ""佐证"", ""pinyin"": ""zuǒzhèng"", ""meaning"": ""corroborating evidence; to corroborate""}]"
2923,槐,槐,,huái,,,huai2,,,75,6,,Chinese scholar tree | Japanese pagoda tree,"[{""chinese"": ""院子里有一棵老槐树，已经生长了百年。"", ""english"": ""There is an old scholar tree in the courtyard that has grown for a hundred years.""}, {""chinese"": ""槐花在春天开放，香气四溢。"", ""english"": ""Scholar tree flowers bloom in spring, spreading their fragrance everywhere.""}, {""chinese"": ""古代人们常在槐树下乘凉。"", ""english"": ""In ancient times, people often rested in the shade of scholar trees.""}]","[{""word"": ""槐树"", ""pinyin"": ""huáishù"", ""meaning"": ""Chinese scholar tree; pagoda tree""}, {""word"": ""槐花"", ""pinyin"": ""huáihuā"", ""meaning"": ""scholar tree flowers""}, {""word"": ""国槐"", ""pinyin"": ""guóhuái"", ""meaning"": ""native Chinese scholar tree species""}]"
2924,臊,臊,,sāo,sào,,sao1,sao4,,74,6,,shy; bashful; embarrassed; rank odor; the smell of urine,"[{""chinese"": ""他在众人面前讲话时感到很害臊。"", ""english"": ""He felt very shy when speaking in front of the crowd.""}, {""chinese"": ""厕所里有一股臊味，需要打扫。"", ""english"": ""There is a foul smell in the restroom that needs cleaning.""}, {""chinese"": ""小孩子因为尿床而感到臊得慌。"", ""english"": ""The child felt extremely embarrassed about wetting the bed.""}]","[{""word"": ""害臊"", ""pinyin"": ""hàisāo"", ""meaning"": ""to be shy; to be embarrassed""}, {""word"": ""臊味"", ""pinyin"": ""sāowèi"", ""meaning"": ""foul smell; rank odor""}, {""word"": ""臊子"", ""pinyin"": ""sāozi"", ""meaning"": ""foul-smelling liquid; rank smell""}]"
2925,旷,曠,,kuàng,,,kuang4,,,72,6,,broad | vast | wide | empty | absent from,"[{""chinese"": ""汤姆总是旷课。"", ""english"": ""Tom is always absent from class.""}, {""chinese"": ""这片旷野非常荒凉。"", ""english"": ""This vast wilderness is very desolate.""}, {""chinese"": ""他旷工一整天没来上班。"", ""english"": ""He was absent from work all day and didn't come to the office.""}]","[{""word"": ""旷课"", ""pinyin"": ""kuàngkè"", ""meaning"": ""to skip class | to be absent from class""}, {""word"": ""旷工"", ""pinyin"": ""kuànggōng"", ""meaning"": ""to be absent from work | to skip work""}, {""word"": ""旷野"", ""pinyin"": ""kuàngyě"", ""meaning"": ""wilderness | open country""}]"
2926,锦,錦,,jǐn,,,jin3,,,167,6,,brocade | embroidered silk | bright | splendid,"[{""chinese"": ""她穿着锦缎做的华丽衣服。"", ""english"": ""She wore a splendid dress made of brocade.""}, {""chinese"": ""这幅刺绣用锦线绣得很精美。"", ""english"": ""This embroidery was stitched beautifully with silk thread.""}, {""chinese"": ""锦上添花让这个礼物更珍贵。"", ""english"": ""The added embellishments made the gift even more precious.""}]","[{""word"": ""锦缎"", ""pinyin"": ""jǐnduàn"", ""meaning"": ""brocade | silk brocade""}, {""word"": ""锦上添花"", ""pinyin"": ""jǐnshàngtianhuā"", ""meaning"": ""to add flowers to brocade | to improve what is already good""}, {""word"": ""锦绣"", ""pinyin"": ""jǐnxiù"", ""meaning"": ""brocade and embroidery | beautiful | splendid""}]"
2927,浊,濁,,zhuó,,,zhuo2,,,85,6,,turbid | muddy | dirty | unclear | impure,"[{""chinese"": ""下雨后河水变得很浊。"", ""english"": ""After the rain, the river water became very murky.""}, {""chinese"": ""这杯水太浊了，不能喝。"", ""english"": ""This glass of water is too turbid to drink.""}, {""chinese"": ""浊音在语言中很重要。"", ""english"": ""Voiced consonants are important in language.""}]","[{""word"": ""浑浊"", ""pinyin"": ""húnzhuó"", ""meaning"": ""turbid | muddy | murky""}, {""word"": ""浊音"", ""pinyin"": ""zhuóyīn"", ""meaning"": ""voiced sound | sonant""}, {""word"": ""清浊"", ""pinyin"": ""qīngzhuó"", ""meaning"": ""clear and turbid | clean and muddy""}]"
2928,垦,墾,,kěn,,,ken3,,,32,6,,to cultivate | to farm | to reclaim land,"[{""chinese"": ""农民们垦荒种植庄稼。"", ""english"": ""The farmers cultivated wasteland and planted crops.""}, {""chinese"": ""这片沼泽地被垦成了农田。"", ""english"": ""This swampland was reclaimed into farmland.""}, {""chinese"": ""开垦新的耕地需要很大的努力。"", ""english"": ""Cultivating new farmland requires considerable effort.""}]","[{""word"": ""开垦"", ""pinyin"": ""kāikěn"", ""meaning"": ""to reclaim land | to cultivate wasteland""}, {""word"": ""垦荒"", ""pinyin"": ""kěnhuāng"", ""meaning"": ""to cultivate wasteland | land reclamation""}, {""word"": ""垦殖"", ""pinyin"": ""kěnzhí"", ""meaning"": ""to cultivate | land cultivation""}]"
2929,涡,渦,,wō,guō,,wo1,guo1,,85,6,,whirlpool | eddy | vortex | swirl,"[{""chinese"": ""河中形成了一个大涡。"", ""english"": ""A large whirlpool formed in the river.""}, {""chinese"": ""飞机在空气涡中摇晃。"", ""english"": ""The airplane shook in the air vortex.""}, {""chinese"": ""水流产生的涡很危险。"", ""english"": ""The swirl created by the water current is very dangerous.""}]","[{""word"": ""漩涡"", ""pinyin"": ""xuánwō"", ""meaning"": ""whirlpool | vortex | eddy""}, {""word"": ""涡流"", ""pinyin"": ""wōliú"", ""meaning"": ""eddy current | vortex flow""}, {""word"": ""涡轮"", ""pinyin"": ""wōlún"", ""meaning"": ""turbine | impeller""}]"
2930,函,函,,hán,,,han2,,,17,6,,correspondence; letter; box; case; to contain,"[{""chinese"": ""我收到了他的来信函件。"", ""english"": ""I received a letter of correspondence from him.""}, {""chinese"": ""这个铁函里装着重要文件。"", ""english"": ""This metal case contains important documents.""}, {""chinese"": ""函馆是日本北海道的城市。"", ""english"": ""Hakodate is a city in Hokkaido, Japan.""}]","[{""word"": ""函件"", ""pinyin"": ""hánjiàn"", ""meaning"": ""letter; mail; correspondence""}, {""word"": ""函数"", ""pinyin"": ""hánshù"", ""meaning"": ""function (mathematics)""}, {""word"": ""来函"", ""pinyin"": ""láihán"", ""meaning"": ""incoming letter; letter received""}]"
